latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
38.4886,-122.6673,355.8,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,298,241.5,N,0
38.3748,-122.6367,318.5,2.3,1.5,2017-10-09,1045,Aqua,MODIS,97,6.03,289.9,57.2,N,0
38.362,-122.6406,334.3,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,291,117.8,N,0
38.629,-122.6344,369.1,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,294.6,368.1,N,0
38.431,-122.5299,325.2,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,291.5,79,N,0
38.4178,-122.5324,305.9,2.3,1.5,2017-10-09,1045,Aqua,MODIS,54,6.03,289.7,22.7,N,2
38.4049,-122.536,313.5,2.3,1.5,2017-10-09,1045,Aqua,MODIS,28,6.03,290.6,36,N,0
38.3865,-122.5152,363,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,296.1,318.8,N,0
38.3736,-122.5194,371.8,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,298.5,411.6,N,0
38.3609,-122.5239,315,2.3,1.5,2017-10-09,1045,Aqua,MODIS,87,6.03,290.7,43.8,N,0
38.3904,-122.521,341.2,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,292.6,151.2,N,0
38.3777,-122.5254,368,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,297,370.4,N,0
38.3649,-122.5299,334.2,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,291.6,119.2,N,0
38.3569,-122.6179,311.7,2.3,1.5,2017-10-09,1045,Aqua,MODIS,83,6.03,289.3,38.2,N,0
38.3694,-122.6123,304.3,2.3,1.5,2017-10-09,1045,Aqua,MODIS,59,6.03,289,21.6,N,0
38.4688,-122.7008,305.1,2.2,1.4,2017-10-09,1045,Aqua,MODIS,50,6.03,290.4,18.4,N,2
38.4742,-122.7249,357.9,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,298.4,257.4,N,2
38.4795,-122.7491,362.7,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,298.2,298.3,N,0
38.4816,-122.697,340.3,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,296.5,138,N,0
38.4869,-122.7212,367.3,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,299.6,338.8,N,0
38.4921,-122.7448,355.5,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,296.5,235.4,N,0
38.4996,-122.7172,421,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,310.5,1288.9,N,0
38.5047,-122.7406,400.7,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,306,821.2,N,2
38.5099,-122.7646,308.8,2.2,1.4,2017-10-09,1045,Aqua,MODIS,76,6.03,290.1,27.6,N,2
38.389,-122.577,341.4,2.3,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,294.2,150.6,N,0
38.616,-122.6372,399,2.2,1.4,2017-10-09,1045,Aqua,MODIS,100,6.03,299,800.1,N,0
38.6232,-122.6085,374.5,2.2,1.5,2017-10-09,1045,Aqua,MODIS,100,6.03,297.4,430.7,N,0
