"lc","lc_name","area_Mkm2","cum_area_Mkm2","cum_pct_total_area","n_events_orig","sum_area_events_orig_km2","mean_area_events_orig_km2","sd_area_events_orig_km2","min_area_events_orig_km2","max_area_events_orig_km2","n_obs_orig","n_obs_suff_stat","n_events_subset","sum_area_events_subset_km2","mean_area_events_subset_km2","sd_area_events_subset_km2","min_area_events_subset_km2","max_area_events_subset_km2","n_obs_subset","vpd_thresh_hpa","sd"
314,"Temperate Cropland Natural Vegetation Mosaics",0.468735130307453,95.7016161652217,0.665575153357067,72,191.077058529388,2.65384803513039,4.89569680683933,0.216515924162865,30.774929443208,5815,810,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Equatorial Mixed Forests",0.269104357703395,95.9707205229251,0.667446690968702,68,673.500053195639,9.90441254699469,14.0856150903175,0.216515924162865,75.0011305203428,10036,1766,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,"Temperate Permanent Wetlands",0.111572127350137,96.0822926502752,0.668222640620829,58,331.756262075208,5.71993555302083,17.8651939557719,0.216515924162865,133.046035101182,4009,704,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"Boreal Deciduous Broadleaf Forests",1.6154900671708,97.6977827174461,0.679457874593762,30,196.497701835193,6.54992339450644,10.7281965279011,0.216515924163342,53.7878855067534,953,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,"Temperate Open Shrublands",0.178486035254537,97.8762687527006,0.680699189788288,29,910.732604527405,31.4045725699105,51.0981616386037,1.29351579238081,195.438541620962,3913,631,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"Arid Closed Shrublands",0.448113258715538,98.3243820114161,0.683815678964145,28,735.60883633271,26.2717441547396,48.715952216648,0.216515924162865,242.094514386503,3935,695,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Equatorial Urban and Built-up Lands",0.116451800082606,98.4408338114987,0.684625565231529,23,28.6673769784534,1.24640769471537,0.933251780924257,0.216515924162865,3.65939432580566,1652,342,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"Arid Deciduous Broadleaf Forests",0.0664640666112322,98.50729787811,0.685087802266807,22,110.817095498017,5.03714070445532,6.70350480379044,0.216515924162865,30.3095017047729,5312,740,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,"Temperate Urban and Built-up Lands",0.304667418670849,98.8119652967808,0.68720666997281,20,34.2521969859016,1.71260984929508,1.61825109525119,0.216515924162865,6.45366358038998,1388,272,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,"Boreal Mixed Forests",3.66567354137314,102.477638838154,0.712700296174945,19,1634.36048090425,86.0189726791709,235.820279401184,0.216515924163818,1037.3842265031,5491,419,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Equatorial Closed Shrublands",0.0223618691157324,102.50000070727,0.712855816061259,17,110.766111099023,6.51565359406017,6.66231265688627,1.50817446567369,23.6467432036387,2421,526,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Equatorial Open Shrublands",0.0449777757019115,102.544978482972,0.713168622585955,17,97.6432106395159,5.7437182729127,8.60416305432899,0.216515924162865,28.7957714864323,2591,389,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"Temperate Closed Shrublands",0.0342295211831393,102.579208004155,0.713406678323399,11,668.593229692483,60.7812026993166,100.368864573096,3.22915035378838,347.97682984766,1961,298,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"Arid Barren",18.7746442337814,121.353852237936,0.843978524608107,7,35.9434688601704,5.13478126573862,2.66169678805124,0.216515924162865,8.38744489093256,208,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"Polar Woody Savannas",0.1308565126779,121.484708750614,0.844888591198236,5,16.3696646965261,3.27393293930521,2.45914951503374,0.864198445785522,6.67109412998867,104,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"Boreal Permanent Wetlands",0.744043910028048,122.228752660642,0.850063186564174,4,24.3342786189299,6.08356965473247,4.42929621637015,0.64861314705658,10.9772483519979,439,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"Equatorial Evergreen Needleleaf Forests",0.00237917733890877,122.231131837981,0.85007973300702,4,2.37608741319323,0.594021853298306,0.755011858270248,0.216515924162865,1.72653964070368,69,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"Polar Savannas",0.0923390707493512,122.32347090873,0.850721922696573,4,14.6301642997804,3.65754107494509,3.28867412295789,0.432101222892761,8.17185959221935,536,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"Boreal Open Shrublands",3.88149816223536,126.204969070966,0.877716542412555,3,126.601665775124,42.2005552583747,57.6082881200849,0.216515924163342,107.87725005034,756,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,"Arid Mixed Forests",0.00504461909745361,126.210013690063,0.877751626178785,2,47.9355851762838,23.9677925881419,3.78419848874015,21.2919601753979,26.643625000886,895,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"Boreal Cropland Natural Vegetation Mosaics",0.272089323977014,126.48210301404,0.879643923308022,2,18.0730347014055,9.03651735070276,2.13221990380069,7.52881019774437,10.5442245036612,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,"Polar Closed Shrublands",0.0151177713153974,126.497220785356,0.879749062733717,2,13.7678151048257,6.88390755241287,9.12423201301259,0.432101222892284,13.3357138819335,239,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"Polar Barren",1.45900906282403,127.95622984818,0.88989601969902,2,2.15678761273193,1.07839380636597,1.21887939012103,0.216515924162865,1.94027168856907,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"Arid Evergreen Needleleaf Forests",0.00882593269371317,127.965055780873,0.889957401332283,1,18.4986375462942,18.4986375462942,NA,18.4986375462942,18.4986375462942,142,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"Arid Cropland Natural Vegetation Mosaics",0.0583941103344167,128.023449891208,0.89036351431656,1,1.29351579237938,1.29351579237938,NA,1.29351579237938,1.29351579237938,246,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,"Polar Open Shrublands",0.88358698351152,128.907036874719,0.896508588617497,1,3.44288240163851,3.44288240163851,NA,3.44288240163851,3.44288240163851,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,"Polar Permanent Snow and Ice",14.6993390023395,143.606375877059,0.998737946937205,1,0.216515924163342,0.216515924163342,NA,0.216515924163342,0.216515924163342,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,"Boreal Barren",0.163023765538723,143.769399642597,0.999871726826167,1,3.66032095124578,3.66032095124578,NA,3.66032095124578,3.66032095124578,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"Polar Evergreen Broadleaf Forests",0.0184441230784849,143.787843765676,1,0,0,NA,NA,Inf,-Inf,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
