id,datetime_utc,n,year,day_of_year,hour,temp_c,precipitation_m,solar_radiation_w_per_m2,wind_speed_m_per_s,vpd_kPa,ten_hr_dead_fuel_moisture_pct,naf,Event,weather_file,idx
64121,2015-08-03T01:00:00Z,0,2015,215,1,28.65,1.7347e-18,595.72,2.1364,2.9234,4.7766,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T02:00:00Z,0,2015,215,2,28.207,1.7347e-18,429.21,2.1082,2.8314,6.5899,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T03:00:00Z,0,2015,215,3,27.31,1.7347e-18,242.59,1.8745,2.6207,6.9917,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T04:00:00Z,0,2015,215,4,22.238,1.7347e-18,58.859,1.1742,1.2019,12.64,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T05:00:00Z,0,2015,215,5,21.712,1.7347e-18,6.4675e-14,1.0724,1.225,12.383,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T06:00:00Z,0,2015,215,6,21.079,1.7347e-18,6.4675e-14,1.017,1.1981,12.333,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T07:00:00Z,0,2015,215,7,20.034,1.7347e-18,6.4675e-14,1.2176,1.2247,11.291,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T08:00:00Z,0,2015,215,8,18.649,1.7347e-18,6.4675e-14,1.0887,1.034,12.42,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T09:00:00Z,0,2015,215,9,18.199,1.7347e-18,6.4675e-14,1.2032,0.96219,12.658,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T10:00:00Z,0,2015,215,10,17.098,1.7347e-18,6.4675e-14,1.1596,0.75865,13.933,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T11:00:00Z,0,2015,215,11,14.856,1.7347e-18,6.4675e-14,0.85586,0.66183,13.985,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T12:00:00Z,0,2015,215,12,14.294,1.7347e-18,6.4675e-14,0.9748,0.65641,13.774,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T13:00:00Z,0,2015,215,13,14.345,1.7347e-18,6.4675e-14,0.91082,0.68196,13.493,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T14:00:00Z,0,2015,215,14,14.465,1.7347e-18,6.4675e-14,0.91522,0.71616,13.184,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T15:00:00Z,0,2015,215,15,15.206,1.7347e-18,48.284,0.83955,0.77623,12.934,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T16:00:00Z,0,2015,215,16,21.885,1.7347e-18,229.15,0.24195,1.8372,7.6151,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T17:00:00Z,0,2015,215,17,23.292,1.7347e-18,440.9,1.0374,2.2719,5.6352,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T18:00:00Z,0,2015,215,18,24.331,1.7347e-18,640.83,1.7439,2.3659,4.9021,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T19:00:00Z,0,2015,215,19,25.609,1.7347e-18,808.12,2.2207,2.5171,5.0458,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T20:00:00Z,0,2015,215,20,26.392,1.7347e-18,923.2,2.5051,2.6375,4.5135,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T21:00:00Z,0,2015,215,21,27.148,1.7347e-18,978.9,2.4636,2.7417,4.5555,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T22:00:00Z,0,2015,215,22,28.406,1.7347e-18,984.84,2.4344,3.1523,3.7173,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-03T23:00:00Z,0,2015,215,23,28.512,1.7347e-18,915.05,2.6535,3.1324,3.8687,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T00:00:00Z,0,2015,215,24,28.377,1.7347e-18,809.1,2.4727,3.0876,3.9535,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T01:00:00Z,0,2015,216,1,28.034,1.7347e-18,644.29,2.2999,2.9984,4.0784,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T02:00:00Z,0,2015,216,2,27.324,1.7347e-18,452.79,2.2263,2.7877,6.0656,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T03:00:00Z,0,2015,216,3,26.105,1.7347e-18,240.86,2.0498,2.461,6.9118,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T04:00:00Z,0,2015,216,4,20.756,1.7347e-18,55.964,0.96137,1.1057,12.661,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T05:00:00Z,1,2015,216,5,20.204,1.7347e-18,6.4675e-14,0.74709,1.0923,12.561,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T06:00:00Z,0,2015,216,6,19.308,1.7347e-18,6.4675e-14,0.64446,1.0526,12.502,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T07:00:00Z,2,2015,216,7,18.948,1.7347e-18,6.4675e-14,1.0285,1.1498,11.28,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T08:00:00Z,0,2015,216,8,17.336,1.7347e-18,6.4675e-14,1.1352,0.97168,12.39,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T09:00:00Z,0,2015,216,9,16.665,1.7347e-18,6.4675e-14,1.0153,0.87905,12.688,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T10:00:00Z,0,2015,216,10,15.735,1.7347e-18,6.4675e-14,0.73393,0.76738,13.216,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T11:00:00Z,0,2015,216,11,13.785,1.7347e-18,6.4675e-14,1.0249,0.58699,14.492,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T12:00:00Z,0,2015,216,12,13.776,1.7347e-18,6.4675e-14,0.83875,0.59798,14.317,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T13:00:00Z,0,2015,216,13,13.624,1.7347e-18,6.4675e-14,0.73241,0.60754,14.096,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T14:00:00Z,0,2015,216,14,13.773,1.7347e-18,6.4675e-14,1.0531,0.66037,13.482,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T15:00:00Z,0,2015,216,15,14.617,1.7347e-18,46.064,1.1041,0.76766,12.801,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T16:00:00Z,2,2015,216,16,20.59,1.7347e-18,224.19,0.22872,1.697,7.6572,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T17:00:00Z,4,2015,216,17,23.471,1.7347e-18,434.44,1.1415,2.2569,5.9102,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T18:00:00Z,0,2015,216,18,23.554,1.7347e-18,633.4,1.7689,2.1547,5.5298,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T19:00:00Z,0,2015,216,19,23.496,1.7347e-18,798.97,1.7541,2.0456,6.1253,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T20:00:00Z,0,2015,216,20,24.096,1.7347e-18,856.37,2.2635,2.1056,6.1917,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T21:00:00Z,0,2015,216,21,24.75,1.7347e-18,844.44,2.8196,2.2133,6.0414,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T22:00:00Z,0,2015,216,22,24.913,1.7347e-18,700.78,2.5405,2.4162,5.6318,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-04T23:00:00Z,2,2015,216,23,24.141,1.7347e-18,663.1,0.81709,2.053,7.2418,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T00:00:00Z,5,2015,216,24,24.633,1.7347e-18,680.73,1.2818,2.1345,6.3918,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T01:00:00Z,0,2015,217,1,24.365,1.7347e-18,514.4,1.9839,2.0946,6.4333,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T02:00:00Z,1,2015,217,2,24.254,1.7347e-18,337.28,1.5261,2.096,7.7009,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T03:00:00Z,0,2015,217,3,23.725,1.7347e-18,179.14,1.3436,1.9739,8.1114,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T04:00:00Z,0,2015,217,4,19.432,1.7347e-18,47.741,0.93404,0.92821,13.366,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T05:00:00Z,0,2015,217,5,20.402,1.7347e-18,6.4675e-14,0.80161,1.2889,10.972,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T06:00:00Z,0,2015,217,6,17.644,1.7347e-18,6.4675e-14,0.81164,0.70604,14.888,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T07:00:00Z,0,2015,217,7,17.955,1.7347e-18,6.4675e-14,0.69885,0.8957,13.018,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T08:00:00Z,0,2015,217,8,17.549,1.7347e-18,6.4675e-14,0.83393,0.9161,12.732,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T09:00:00Z,0,2015,217,9,16.894,1.7347e-18,6.4675e-14,0.93556,0.83246,13.109,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T10:00:00Z,0,2015,217,10,15.827,1.7347e-18,6.4675e-14,0.79172,0.7461,13.465,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T11:00:00Z,0,2015,217,11,14.183,1.7347e-18,6.4675e-14,1.2386,0.63655,13.978,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T12:00:00Z,0,2015,217,12,13.62,1.7347e-18,6.4675e-14,0.93328,0.62142,13.899,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T13:00:00Z,0,2015,217,13,13.947,1.7347e-18,6.4675e-14,1.2079,0.66925,13.458,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T14:00:00Z,0,2015,217,14,14.263,1.7347e-18,6.4675e-14,1.2534,0.73089,12.972,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T15:00:00Z,0,2015,217,15,14.821,1.7347e-18,34.963,1.1295,0.7887,12.716,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T16:00:00Z,0,2015,217,16,19.788,1.7347e-18,162.32,0.76398,1.409,9.5055,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T17:00:00Z,0,2015,217,17,21.561,1.7347e-18,326.44,0.46193,1.896,6.8741,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T18:00:00Z,0,2015,217,18,22.938,1.7347e-18,498.69,1.1609,2.046,6.9435,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T19:00:00Z,0,2015,217,19,23.566,1.7347e-18,667.03,1.6611,2.1191,5.7457,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T20:00:00Z,0,2015,217,20,24.429,1.7347e-18,822.92,1.8054,2.198,5.9042,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T21:00:00Z,0,2015,217,21,24.673,1.7347e-18,843.06,1.6944,2.2029,6.0461,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T22:00:00Z,0,2015,217,22,25.563,1.7347e-18,827.72,1.7295,2.6065,4.5504,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-05T23:00:00Z,0,2015,217,23,26.676,1.7347e-18,737.35,0.57675,2.776,4.5509,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T00:00:00Z,0,2015,217,24,26.484,1.7347e-18,605.49,1.4411,2.7131,4.7124,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T01:00:00Z,0,2015,218,1,26.224,1.7347e-18,470.79,1.475,2.6456,5.9061,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T02:00:00Z,0,2015,218,2,25.354,1.7347e-18,292.34,1.2853,2.4111,6.5747,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T03:00:00Z,0,2015,218,3,23.97,1.7347e-18,156.5,0.73326,1.9112,8.7337,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T04:00:00Z,0,2015,218,4,22.679,1.7347e-18,33.006,0.53865,1.6578,9.5919,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T05:00:00Z,0,2015,218,5,20.53,1.7347e-18,6.4675e-14,1.113,1.0522,12.897,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T06:00:00Z,0,2015,218,6,20.425,1.7347e-18,6.4675e-14,1.0988,1.2911,10.968,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T07:00:00Z,0,2015,218,7,18.784,1.7347e-18,6.4675e-14,1.0547,1.1564,11.113,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T08:00:00Z,0,2015,218,8,18.095,1.7347e-18,6.4675e-14,1.491,1.0705,11.5,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T09:00:00Z,0,2015,218,9,18.269,1.7347e-18,6.4675e-14,1.6495,1.1122,11.203,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T10:00:00Z,0,2015,218,10,17.725,1.7347e-18,6.4675e-14,1.5486,1.0667,11.303,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T11:00:00Z,0,2015,218,11,16.941,1.7347e-18,6.4675e-14,2.0301,1.0411,11.055,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T12:00:00Z,0,2015,218,12,16.26,1.7347e-18,6.4675e-14,1.0113,1.0059,10.979,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T13:00:00Z,0,2015,218,13,16.354,1.7347e-18,6.4675e-14,1.1754,1.038,10.69,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T14:00:00Z,0,2015,218,14,16.559,1.7347e-18,6.4675e-14,1.7194,1.0753,10.427,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T15:00:00Z,0,2015,218,15,16.841,1.7347e-18,22.284,1.6095,1.1322,10.018,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T16:00:00Z,0,2015,218,16,19.836,1.7347e-18,108.01,1.2809,1.5021,8.7195,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T17:00:00Z,0,2015,218,17,23.918,1.7347e-18,233.43,0.5951,2.263,6.2763,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T18:00:00Z,0,2015,218,18,25.056,1.7347e-18,446.46,1.1552,2.5366,5.5066,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T19:00:00Z,0,2015,218,19,25.925,1.7347e-18,621.69,1.2082,2.6343,5.2148,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T20:00:00Z,0,2015,218,20,26.213,1.7347e-18,523,1.4659,2.6435,5.4039,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T21:00:00Z,0,2015,218,21,26.62,1.7347e-18,621.54,1.7955,2.6578,5.6597,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T22:00:00Z,0,2015,218,22,27.309,1.7347e-18,674.83,1.7877,2.9232,4.8328,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-06T23:00:00Z,0,2015,218,23,25.886,1.7347e-18,534.02,1.7709,2.3654,6.6937,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T00:00:00Z,0,2015,218,24,24.432,1.7347e-18,322.2,2.8139,2.0728,7.9994,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T01:00:00Z,0,2015,219,1,23.359,1.7347e-18,271.81,2.5475,1.9267,8.1522,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T02:00:00Z,0,2015,219,2,22.984,1.7347e-18,169.18,2.3429,1.7649,9.027,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T03:00:00Z,0,2015,219,3,22.412,1.7347e-18,116.7,1.633,1.2259,12.577,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T04:00:00Z,0,2015,219,4,21.467,1.7347e-18,29.553,1.0586,1.3989,10.755,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T05:00:00Z,0,2015,219,5,19.193,1.7347e-18,6.4675e-14,0.59734,0.94466,13.133,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T06:00:00Z,0,2015,219,6,19.399,1.7347e-18,6.4675e-14,0.74463,1.1151,12.275,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T07:00:00Z,0,2015,219,7,17.821,1.7347e-18,6.4675e-14,0.57307,0.90426,12.905,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T08:00:00Z,0,2015,219,8,17.87,1.7347e-18,6.4675e-14,0.62941,0.90688,12.904,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T09:00:00Z,0,2015,219,9,17.807,1.7347e-18,6.4675e-14,0.61838,0.94055,12.664,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T10:00:00Z,0,2015,219,10,16.485,1.7347e-18,6.4675e-14,0.69808,0.86267,12.737,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T11:00:00Z,0,2015,219,11,16.002,1.7347e-18,6.4675e-14,0.8341,0.87149,12.547,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T12:00:00Z,0,2015,219,12,15.313,1.7347e-18,6.4675e-14,1.8098,0.90563,11.494,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T13:00:00Z,0,2015,219,13,14.133,1.7347e-18,6.4675e-14,1.8542,0.76572,12.669,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T14:00:00Z,0,2015,219,14,15.018,1.7347e-18,6.4675e-14,0.97418,0.85807,11.869,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T15:00:00Z,0,2015,219,15,15.756,1.7347e-18,38.976,1.596,0.94666,11.308,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T16:00:00Z,0,2015,219,16,20.844,1.7347e-18,199.85,1.4669,1.7911,7.0904,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T17:00:00Z,0,2015,219,17,22.645,1.7347e-18,414.11,1.8,2.2562,5.1259,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T18:00:00Z,0,2015,219,18,22.432,1.7347e-18,627.2,2.7744,2.1161,4.9244,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T19:00:00Z,0,2015,219,19,22.358,1.6193e-5,784.37,3.1086,1.9368,5.9912,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T20:00:00Z,0,2015,219,20,22.288,3.7014e-6,911.79,3.2719,1.8316,5.963,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T21:00:00Z,0,2015,219,21,22.512,9.2534e-7,949.6,3.1876,1.783,6.369,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T22:00:00Z,0,2015,219,22,24.39,1.7347e-18,970.19,2.6599,2.3141,4.7171,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-07T23:00:00Z,0,2015,219,23,24.774,1.7347e-18,824.76,1.7879,2.3627,4.7293,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T00:00:00Z,7,2015,219,24,24.872,1.7347e-18,815.83,2.274,2.4218,4.5062,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T01:00:00Z,10,2015,220,1,24.601,1.7347e-18,648.32,2.3507,2.3563,4.6467,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T02:00:00Z,9,2015,220,2,24.101,1.7347e-18,445.26,2.008,2.2398,6.5982,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T03:00:00Z,1,2015,220,3,23.021,1.7347e-18,231.34,1.7532,2.0045,7.3169,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T04:00:00Z,0,2015,220,4,19.019,1.7347e-18,48.498,1.3155,0.97162,12.873,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T05:00:00Z,0,2015,220,5,20.241,1.7347e-18,6.4675e-14,0.757,1.4359,9.6034,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T06:00:00Z,0,2015,220,6,16.97,1.7347e-18,6.4675e-14,0.87012,0.74703,14.003,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T07:00:00Z,0,2015,220,7,17.167,1.7347e-18,6.4675e-14,0.90423,0.96013,12.402,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T08:00:00Z,0,2015,220,8,16.374,1.7347e-18,6.4675e-14,0.93862,0.95031,11.665,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T09:00:00Z,0,2015,220,9,15.519,1.7347e-18,6.4675e-14,0.7512,0.85875,12.496,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T10:00:00Z,0,2015,220,10,14.154,1.7347e-18,6.4675e-14,0.91725,0.66937,13.55,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T11:00:00Z,0,2015,220,11,12.084,1.7347e-18,6.4675e-14,0.81249,0.56835,13.878,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T12:00:00Z,0,2015,220,12,11.901,1.7347e-18,6.4675e-14,1.0701,0.54589,14.129,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T13:00:00Z,0,2015,220,13,12.004,1.7347e-18,6.4675e-14,1.0474,0.55462,14.045,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T14:00:00Z,0,2015,220,14,12.114,1.7347e-18,6.4675e-14,0.78217,0.57634,13.778,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T15:00:00Z,0,2015,220,15,13.363,1.7347e-18,40.144,0.88957,0.63649,13.579,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T16:00:00Z,0,2015,220,16,19.495,1.7347e-18,215.67,0.38326,1.5318,8.1793,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T17:00:00Z,0,2015,220,17,21.416,1.7347e-18,427.19,1.1546,1.8046,7.476,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T18:00:00Z,0,2015,220,18,21.658,1.7347e-18,627.82,1.8927,1.8372,6.1362,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T19:00:00Z,0,2015,220,19,22.479,1.7347e-18,795.7,2.4186,1.8741,6.4666,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T20:00:00Z,3,2015,220,20,23.008,1.7347e-18,918.02,2.8703,1.8574,6.2442,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T21:00:00Z,2,2015,220,21,23.602,1.7347e-18,970.7,2.8532,1.8789,6.4677,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T22:00:00Z,3,2015,220,22,25.448,1.7347e-18,967.47,2.7899,2.4021,4.9772,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-08T23:00:00Z,5,2015,220,23,26.257,1.7347e-18,890.67,2.4521,2.5258,4.9247,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T00:00:00Z,4,2015,220,24,26.49,1.7347e-18,779.12,2.2236,2.565,4.8987,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T01:00:00Z,5,2015,221,1,26.287,1.7347e-18,615.98,2.3641,2.5306,4.9222,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T02:00:00Z,6,2015,221,2,25.76,1.7347e-18,428.09,2.4926,2.4131,6.9114,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T03:00:00Z,5,2015,221,3,24.59,1.7347e-18,221.08,2.0051,2.1621,7.5346,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T04:00:00Z,2,2015,221,4,19.306,1.7347e-18,44.896,1.3566,0.89154,13.633,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T05:00:00Z,7,2015,221,5,18.525,1.7347e-18,6.4675e-14,0.89798,0.87989,13.384,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T06:00:00Z,0,2015,221,6,17.973,1.7347e-18,6.4675e-14,0.73766,0.89492,13.031,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T07:00:00Z,0,2015,221,7,17.79,1.7347e-18,6.4675e-14,0.70024,1.0183,12.307,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T08:00:00Z,0,2015,221,8,16.043,1.7347e-18,6.4675e-14,0.85368,0.81475,12.93,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T09:00:00Z,0,2015,221,9,15.837,1.7347e-18,6.4675e-14,0.95593,0.76038,13.325,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T10:00:00Z,0,2015,221,10,15.109,1.7347e-18,6.4675e-14,1.0139,0.69309,13.721,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T11:00:00Z,0,2015,221,11,12.907,1.7347e-18,6.4675e-14,1.9233,0.53765,14.825,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T12:00:00Z,0,2015,221,12,12.648,1.7347e-18,6.4675e-14,1.3725,0.53099,14.795,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T13:00:00Z,0,2015,221,13,12.05,1.7347e-18,6.4675e-14,0.99273,0.52175,14.62,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T14:00:00Z,0,2015,221,14,12.409,1.7347e-18,6.4675e-14,1.2168,0.54454,14.425,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T15:00:00Z,0,2015,221,15,13.572,1.7347e-18,39.321,1.2462,0.64463,13.577,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T16:00:00Z,0,2015,221,16,20.502,1.7347e-18,215.78,1.011,1.5587,8.7524,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T17:00:00Z,0,2015,221,17,23.344,1.7347e-18,428.88,0.86864,2.076,7.0786,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T18:00:00Z,0,2015,221,18,24.238,1.7347e-18,631.11,1.7317,2.1851,5.8428,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T19:00:00Z,0,2015,221,19,24.736,1.7347e-18,800.37,2.2586,2.1915,6.1504,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T20:00:00Z,10,2015,221,20,25.209,1.7347e-18,925.97,2.5696,2.1897,5.8372,8787,"Rough Fire, California",data/wx64121.csv,1
64121,2015-08-09T21:00:00Z,11,2015,221,21,25.756,1.7347e-18,949.35,2.7135,2.2388,5.9259,8787,"Rough Fire, California",data/wx64121.csv,1
