cell,day_afd_per_op_per_Mkm2,night_afd_per_op_per_Mkm2,percent_afd_night,mean_frp_per_night_detection,mean_frp_per_day_detection
time,-0.51 *,-0.02 ,0.05 *,0.12 *,-0.12 *
