datetime_utc,name,value,fire_name,id
2017-10-11T16:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-11T16:00:00Z,VPD (kPa),0.61838,Tubbs,74238
2017-10-11T17:00:00Z,GOES Active Fire detections,4,Tubbs,74238
2017-10-11T17:00:00Z,VPD (kPa),0.85759,Tubbs,74238
2017-10-11T18:00:00Z,GOES Active Fire detections,1,Tubbs,74238
2017-10-11T18:00:00Z,VPD (kPa),1.2319,Tubbs,74238
2017-10-11T19:00:00Z,GOES Active Fire detections,3,Tubbs,74238
2017-10-11T19:00:00Z,VPD (kPa),1.5398,Tubbs,74238
2017-10-11T20:00:00Z,GOES Active Fire detections,7,Tubbs,74238
2017-10-11T20:00:00Z,VPD (kPa),1.7772,Tubbs,74238
2017-10-11T21:00:00Z,GOES Active Fire detections,1,Tubbs,74238
2017-10-11T21:00:00Z,VPD (kPa),1.984,Tubbs,74238
2017-10-11T22:00:00Z,GOES Active Fire detections,8,Tubbs,74238
2017-10-11T22:00:00Z,VPD (kPa),2.1992,Tubbs,74238
2017-10-11T23:00:00Z,GOES Active Fire detections,7,Tubbs,74238
2017-10-11T23:00:00Z,VPD (kPa),2.2536,Tubbs,74238
2017-10-12T00:00:00Z,GOES Active Fire detections,7,Tubbs,74238
2017-10-12T00:00:00Z,VPD (kPa),2.2116,Tubbs,74238
2017-10-12T01:00:00Z,GOES Active Fire detections,3,Tubbs,74238
2017-10-12T01:00:00Z,VPD (kPa),2.0581,Tubbs,74238
2017-10-12T02:00:00Z,GOES Active Fire detections,2,Tubbs,74238
2017-10-12T02:00:00Z,VPD (kPa),1.8057,Tubbs,74238
2017-10-12T03:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-12T03:00:00Z,VPD (kPa),1.4426,Tubbs,74238
2017-10-12T04:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-12T04:00:00Z,VPD (kPa),1.0308,Tubbs,74238
2017-10-12T05:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-12T05:00:00Z,VPD (kPa),0.83865,Tubbs,74238
2017-10-12T06:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-12T06:00:00Z,VPD (kPa),0.78329,Tubbs,74238
2017-10-12T07:00:00Z,GOES Active Fire detections,1,Tubbs,74238
2017-10-12T07:00:00Z,VPD (kPa),0.76934,Tubbs,74238
2017-10-12T08:00:00Z,GOES Active Fire detections,3,Tubbs,74238
2017-10-12T08:00:00Z,VPD (kPa),0.71737,Tubbs,74238
2017-10-12T09:00:00Z,GOES Active Fire detections,1,Tubbs,74238
2017-10-12T09:00:00Z,VPD (kPa),0.65978,Tubbs,74238
2017-10-12T10:00:00Z,GOES Active Fire detections,9,Tubbs,74238
2017-10-12T10:00:00Z,VPD (kPa),0.59361,Tubbs,74238
2017-10-12T11:00:00Z,GOES Active Fire detections,10,Tubbs,74238
2017-10-12T11:00:00Z,VPD (kPa),0.3992,Tubbs,74238
2017-10-12T12:00:00Z,GOES Active Fire detections,7,Tubbs,74238
2017-10-12T12:00:00Z,VPD (kPa),0.34161,Tubbs,74238
2017-10-12T13:00:00Z,GOES Active Fire detections,9,Tubbs,74238
2017-10-12T13:00:00Z,VPD (kPa),0.31628,Tubbs,74238
2017-10-12T14:00:00Z,GOES Active Fire detections,10,Tubbs,74238
2017-10-12T14:00:00Z,VPD (kPa),0.32147,Tubbs,74238
2017-10-12T15:00:00Z,GOES Active Fire detections,4,Tubbs,74238
2017-10-12T15:00:00Z,VPD (kPa),0.32444,Tubbs,74238
2017-10-12T16:00:00Z,GOES Active Fire detections,6,Tubbs,74238
2017-10-12T16:00:00Z,VPD (kPa),0.35129,Tubbs,74238
2017-10-12T17:00:00Z,GOES Active Fire detections,8,Tubbs,74238
2017-10-12T17:00:00Z,VPD (kPa),0.70791,Tubbs,74238
2017-10-12T18:00:00Z,GOES Active Fire detections,4,Tubbs,74238
2017-10-12T18:00:00Z,VPD (kPa),1.1708,Tubbs,74238
2017-10-12T19:00:00Z,GOES Active Fire detections,6,Tubbs,74238
2017-10-12T19:00:00Z,VPD (kPa),1.5705,Tubbs,74238
2017-10-12T20:00:00Z,GOES Active Fire detections,3,Tubbs,74238
2017-10-12T20:00:00Z,VPD (kPa),1.9082,Tubbs,74238
2017-10-12T21:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-12T21:00:00Z,VPD (kPa),2.1581,Tubbs,74238
2017-10-12T22:00:00Z,GOES Active Fire detections,1,Tubbs,74238
2017-10-12T22:00:00Z,VPD (kPa),2.4284,Tubbs,74238
2017-10-12T23:00:00Z,GOES Active Fire detections,3,Tubbs,74238
2017-10-12T23:00:00Z,VPD (kPa),2.4217,Tubbs,74238
2017-10-13T00:00:00Z,GOES Active Fire detections,2,Tubbs,74238
2017-10-13T00:00:00Z,VPD (kPa),2.4498,Tubbs,74238
2017-10-13T01:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T01:00:00Z,VPD (kPa),2.3685,Tubbs,74238
2017-10-13T02:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T02:00:00Z,VPD (kPa),2.0092,Tubbs,74238
2017-10-13T03:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T03:00:00Z,VPD (kPa),1.4627,Tubbs,74238
2017-10-13T04:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T04:00:00Z,VPD (kPa),1.0471,Tubbs,74238
2017-10-13T05:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T05:00:00Z,VPD (kPa),0.85086,Tubbs,74238
2017-10-13T06:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T06:00:00Z,VPD (kPa),0.77678,Tubbs,74238
2017-10-13T07:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T07:00:00Z,VPD (kPa),0.74281,Tubbs,74238
2017-10-13T08:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T08:00:00Z,VPD (kPa),0.67181,Tubbs,74238
2017-10-13T09:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T09:00:00Z,VPD (kPa),0.47766,Tubbs,74238
2017-10-13T10:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T10:00:00Z,VPD (kPa),0.36154,Tubbs,74238
2017-10-13T11:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T11:00:00Z,VPD (kPa),0.39962,Tubbs,74238
2017-10-13T12:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T12:00:00Z,VPD (kPa),0.36531,Tubbs,74238
2017-10-13T13:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T13:00:00Z,VPD (kPa),0.36879,Tubbs,74238
2017-10-13T14:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T14:00:00Z,VPD (kPa),0.32203,Tubbs,74238
2017-10-13T15:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T15:00:00Z,VPD (kPa),0.28061,Tubbs,74238
2017-10-13T16:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T16:00:00Z,VPD (kPa),0.29201,Tubbs,74238
2017-10-13T17:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T17:00:00Z,VPD (kPa),0.66928,Tubbs,74238
2017-10-13T18:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T18:00:00Z,VPD (kPa),1.2613,Tubbs,74238
2017-10-13T19:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T19:00:00Z,VPD (kPa),1.6072,Tubbs,74238
2017-10-13T20:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T20:00:00Z,VPD (kPa),1.8585,Tubbs,74238
2017-10-13T21:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T21:00:00Z,VPD (kPa),2.0225,Tubbs,74238
2017-10-13T22:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-13T22:00:00Z,VPD (kPa),2.4082,Tubbs,74238
2017-10-13T23:00:00Z,GOES Active Fire detections,2,Tubbs,74238
2017-10-13T23:00:00Z,VPD (kPa),2.4161,Tubbs,74238
2017-10-14T00:00:00Z,GOES Active Fire detections,4,Tubbs,74238
2017-10-14T00:00:00Z,VPD (kPa),2.3878,Tubbs,74238
2017-10-14T01:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T01:00:00Z,VPD (kPa),2.236,Tubbs,74238
2017-10-14T02:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T02:00:00Z,VPD (kPa),1.8854,Tubbs,74238
2017-10-14T03:00:00Z,GOES Active Fire detections,0,Tubbs,74238
2017-10-14T03:00:00Z,VPD (kPa),1.3507,Tubbs,74238
